"soc_code","occupation","sector","ai_exposure","emp_change_pct","education_num","routine_task_score","thinking_creatively","physical_hazard","consequence_of_error","time_pressure","contact_with_others","degree_of_automation","log_median_wage","log1p_annual_openings"
"49-9043","Maintenance workers, machinery","Installation & Repair",-0.9735492,-2.8,2,4.26,3.31,3.71,3.87,3.7,4.27,2.35,11.0103986440189,1.75785791755237
"49-9044","Millwrights","Installation & Repair",-1.266085,0,2,4.66,3.41,3.77,4.41,4.59,4.41,1.86,11.0847545193264,1.52605630349505
"49-9045","Refractory materials repairers, except brickmasons","Installation & Repair",-1.237463,-16.9,2,3.25,2.75,4.41,2.89,4.67,4.23,1.72,10.9774655602459,0.0953101798043249
"49-9051","Electrical power-line installers and repairers","Installation & Repair",-1.081398,6.6,2,3.78,2.82,4.93,4.06,4.11,4.56,1.48,11.4356123618676,2.45958884180371
"49-9052","Telecommunications line installers and repairers","Installation & Repair",-1.083883,-3.1,2,3.345,3.41,3.67,3.34,4.54,4.79,1.8,11.1633679888004,2.29253475714054
"49-9061","Camera and photographic equipment repairers","Installation & Repair",0.0546422,-15.1,2,3.52,3.43,2.18,3.25,3.67,3.44,1.21,10.8056793600308,0.182321556793955
"49-9062","Medical equipment repairers","Installation & Repair",-0.2768838,12.9,5,4.29,2.78,3.23,3.53,3.82,4.44,1.79,11.0449996755195,2.11625551480255
"49-9063","Musical instrument repairers and tuners","Installation & Repair",-0.5306271,1.4,2,3.41,3.73,2.29,2.57,3.86,3.19,1.14,10.7215037151419,0.470003629245736
"49-9064","Watch and clock repairers","Installation & Repair",-0.2123996,-1.1,2,4.13,3.18,2.1,2.33,3.81,3.67,1.05,11.0135342188299,0.0953101798043249
"49-9071","Maintenance and repair workers, general","Installation & Repair",-1.014408,3.8,2,4.4,3.93,3.49,3.18,3.72,4.73,2.48,10.7917902478701,5.08016135674487
"49-9081","Wind turbine service technicians","Installation & Repair",-0.9709935,49.9,4,4.765,3.07,4.91,4.76,4.21,4.67,2.12,11.0442010172229,1.19392246847243
"49-9091","Coin, vending, and amusement machine servicers and repairers","Installation & Repair",-0.7233995,-2.9,2,3.18,2.32,1.65,2.28,3.03,4.12,1.88,10.7653220986142,1.50407739677627
"49-9092","Commercial divers","Installation & Repair",-1.102728,8.5,4,3.9,3.24,2.89,3.99,3.85,4.59,1.54,11.0207580230228,0.336472236621213
"49-9094","Locksmiths and safe repairers","Installation & Repair",-0.8657498,-8.3,2,4.015,3.92,1.6,2.92,3.92,4.54,1.58,10.829530575853,0.993251773010283
"49-9095","Manufactured building and mobile home installers","Installation & Repair",-1.414062,5.9,2,4.47,3.57,2.82,3.2,4.24,3.75,1.05,10.6232766640425,0.262364264467491
"49-9096","Riggers","Installation & Repair",-1.221519,3.2,2,3.735,2.84,2.98,3.9,4.61,4.59,1.96,11.0358569380024,1.25276296849537
"49-9097","Signal and track switch repairers","Installation & Repair",-0.858221,1.7,2,3.78,2.24,2.95,3.46,3.86,4.02,2,11.3337987990728,0.587786664902119
"49-9098","Helpers--installation, maintenance, and repair workers","Installation & Repair",-1.346555,2.3,2,4.335,2.97,3.3,3.64,3.44,3.99,2.1,10.5677207229314,2.54944517092557
"49-9099","Installation, maintenance, and repair workers, all other","Installation & Repair",-0.5900791,2.4,2,3.93,3.23,4.74,3.82,3.58,4.34,3.06,10.79220151664,3.11351530921037
"51-1011","First-line supervisors of production and operating workers","Production",-0.0845282,1.2,2,3.705,3.63,3.14,3.12,4.5,4.83,2.3,11.1731076380979,4.2297491992283
"51-2011","Aircraft structure, surfaces, rigging, and systems assemblers","Production",-0.8684706,-14.5,2,3.31,3.72,4.09,3.48,3.53,3.97,2.17,11.0297150082372,1.33500106673234
"51-2021","Coil winders, tapers, and finishers","Production",-0.8289722,-6.3,2,3.245,2.57,2.06,3.75,4.14,3.65,1.64,10.7634195507409,0.78845736036427
"51-2031","Engine and other machine assemblers","Production",-0.9561453,-21.1,2,3.575,3.01,3.13,3.42,4.31,4.15,1.87,10.8693300632395,1.33500106673234
"51-2041","Structural metal fabricators and fitters","Production",-1.076307,-16.3,2,3.67,3.24,3.11,2.97,4.33,4.24,2.08,10.8177762817396,1.62924053973028
"51-3011","Bakers","Production",-0.3852989,5.6,1,2.615,2.84,1.46,2.79,4.32,4.42,2.5,10.5091687073148,3.71113006304876
"51-3021","Butchers and meat cutters","Production",-0.9709924,1,1,3.205,2.89,1.07,3.9,4.12,4.52,2.44,10.5702907577565,2.88480071284671
"51-3022","Meat, poultry, and fish cutters and trimmers","Production",-1.10563,5.5,1,3.395,2.83,2.14,3.61,4.59,2.85,2.89,10.5374153734361,2.96527306606928
"51-3023","Slaughterers and meat packers","Production",-1.834668,2.2,1,3.08,2.25,1.04,3.53,2.97,3.93,1.9,10.591370903421,2.24070968927596
"51-3091","Food and tobacco roasting, baking, and drying machine operators and tenders","Production",-0.758859,0.6,1,3.4,2.77,1.67,3.75,4.03,3.95,3.22,10.6626565286381,1.22377543162212
"51-3092","Food batchmakers","Production",-0.3791114,6.9,2,3.325,2.86,2.25,3.22,4.19,3.74,2.77,10.6161922323116,3.22684399451738
"51-3093","Food cooking machine operators and tenders","Production",-0.5559894,0.6,2,3.19,2.34,2.73,3.65,4.14,4.4,2.89,10.6102910595436,1.68639895357023
"51-4021","Extruding and drawing machine setters, operators, and tenders, metal and plastic","Production",-1.234352,1.2,2,3.265,2.9,2.82,4.17,4.41,3.45,2.73,10.7574772582129,2.01490302054226
"51-4022","Forging machine setters, operators, and tenders, metal and plastic","Production",-0.8046677,-18.9,2,3.58,3.41,2.21,3.53,4.47,4.33,2.96,10.8044615802984,0.470003629245736
"51-4023","Rolling machine setters, operators, and tenders, metal and plastic","Production",-1.08921,-8.3,2,4.05,3,2.84,3.24,4.36,4.37,2.68,10.7919959033978,1.06471073699243
"51-4031","Cutting, punching, and press machine setters, operators, and tenders, metal and plastic","Production",-1.036569,-12.1,2,3.485,2.7,3.06,3.65,4.14,3.12,2.42,10.7274436732075,2.73436750941958
"51-4032","Drilling and boring machine tool setters, operators, and tenders, metal and plastic","Production",-0.7598132,-19.6,2,3.42,3.31,2.4,3.65,4.32,4.11,2.67,10.7499993898024,0.336472236621213
"51-4033","Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic","Production",-0.9901662,-12,2,3.54,2.34,1.8,3.02,4.31,3.47,2.9,10.7186311024053,1.87180217690159
"51-4034","Lathe and turning machine tool setters, operators, and tenders, metal and plastic","Production",-1.06734,-13.6,2,4.025,3.58,1.36,2.06,3.26,3.39,2.62,10.7917902478701,0.916290731874155
"51-4035","Milling and planing machine setters, operators, and tenders, metal and plastic","Production",-0.8703219,-14.4,2,3.825,3.06,2.61,2.94,4.1,3.49,2.24,10.7853938575485,0.741937344729377
"51-4041","Machinists","Production",-0.8675535,0,2,4,2.91,1.71,3.03,4.22,3.77,3.05,10.9357819601666,3.41772668361337
"51-4051","Metal-refining furnace operators and tenders","Production",-1.167465,-2.3,2,3.585,2.96,4.27,3.74,3.39,3.48,2.91,10.9289913693836,1.09861228866811
"51-4052","Pourers and casters, metal","Production",-1.00914,-4.7,2,3.375,2.45,2.81,3.07,3.48,3.44,2.48,10.7983503369967,0.470003629245736
"51-4061","Model makers, metal and plastic","Production",-0.7421977,-18.2,2,3.82,3.8,1.48,2.39,4.24,3.31,2.33,11.046116726621,0.262364264467491
"51-4062","Patternmakers, metal and plastic","Production",-0.6131331,-24.4,2,3.4,3.39,2.16,3.41,4.51,4.48,2.12,10.9066896563996,0.0953101798043249
"51-4071","Foundry mold and coremakers","Production",-1.740349,-25.9,2,3.185,2.29,3.92,3.18,4.2,4.31,2.24,10.7298535768823,0.641853886172395
"51-4072","Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic","Production",-1.146139,-3.8,2,3.48,2.38,3.28,3.24,3.96,3.93,2.42,10.6269214257009,2.82731362192903
"51-4081","Multiple machine tool setters, operators, and tenders, metal and plastic","Production",-0.74266,-0.5,2,4.065,3.73,1.98,3.18,4.46,3.97,3.02,10.7377001733747,2.62466859216316
"51-4111","Tool and die makers","Production",-0.5317897,-10.8,4,3.625,3.77,2.01,3.87,4.29,4.2,1.8,11.0537430743561,1.7404661748405
"51-4121","Welders, cutters, solderers, and brazers","Production",-1.197596,2.2,2,3.005,2.65,2.82,3.25,4.51,3.79,1.76,10.8395809117065,3.8416005411316
"51-4122","Welding, soldering, and brazing machine setters, operators, and tenders","Production",-1.002411,-9,2,3.805,3.59,3.31,3.88,4.28,3.71,2.41,10.7591786622814,1.43508452528932
"51-4191","Heat treating equipment setters, operators, and tenders, metal and plastic","Production",-1.092486,-12.8,2,3.22,2.44,3.31,2.77,4.6,4.01,1.91,10.7674318040381,0.78845736036427
"51-4192","Layout workers, metal and plastic","Production",-0.7221353,-5.4,2,3.58,3.46,3.19,3.25,4.64,3.77,2.01,11.032790688525,0.405465108108164
"51-4193","Plating machine setters, operators, and tenders, metal and plastic","Production",-0.8999876,-13.6,2,3.26,3.25,4.2,3.41,4.94,3.91,2.23,10.6358554462494,1.25276296849537
"51-4194","Tool grinders, filers, and sharpeners","Production",-0.8809238,-7.8,2,3.75,3.07,2.23,2.63,4.05,3.64,2.16,10.7989631446964,0.405465108108164
"51-5111","Prepress technicians and workers","Production",0.4107973,-14.6,4,2.915,3.98,1.81,2.83,4.92,4.1,3.08,10.76426557448,1.33500106673234
"51-5112","Printing press operators","Production",-0.7093881,-8.1,2,3.835,3.53,3.58,3.1,4.8,4.02,2.61,10.7179670182636,2.68784749378469
"51-5113","Print binding and finishing workers","Production",-0.9062089,-16.1,2,3.61,3.05,2.44,3.09,3.87,3.57,2.7,10.5921245776182,1.33500106673234
"51-6011","Laundry and dry-cleaning workers","Production",-1.054399,5.4,1,2.94,2.07,2.13,1.92,3.91,3.23,3.27,10.4282160814711,3.49347265777133
"51-6021","Pressers, textile, garment, and related materials","Production",-1.950063,-13.5,1,3.065,2.74,1.79,2.31,3.94,3.43,2.55,10.430580148766,1.33500106673234
"51-6031","Sewing machine operators","Production",-0.9639661,-10.8,1,3.01,2.39,1.49,1.89,3.76,3.55,1.88,10.4912742174382,2.63905732961526
"51-6041","Shoe and leather workers and repairers","Production",-0.990912,-3.8,2,3.25,3.3,1.58,2.67,4.03,4.25,2.01,10.4898843631492,0.641853886172395
"51-6042","Shoe machine operators and tenders","Production",-1.029855,-3.7,2,3.325,3.15,2.31,1.72,3.89,4.23,1.47,10.5495431255622,0.336472236621213
"51-6051","Sewers, hand","Production",-0.5987218,-7,1,3.04,3.05,1,2.59,3.21,3.36,2.12,10.4270319487099,0.53062825106217
"51-6052","Tailors, dressmakers, and custom sewers","Production",-0.4305268,-4.5,1,2.805,3.55,1,3.01,4.53,3.8,2.13,10.6179068683716,1.79175946922805
"51-6061","Textile bleaching and dyeing machine operators and tenders","Production",-0.8609312,-10.1,2,3.405,2.69,4,3,3.82,4.17,2.7,10.5272846549613,0.53062825106217
"51-6062","Textile cutting machine setters, operators, and tenders","Production",-1.022949,-11.7,2,3.475,2.73,1.63,3.26,3.88,3.35,2.56,10.543761243489,0.693147180559945
"51-6063","Textile knitting and weaving machine setters, operators, and tenders","Production",-1.241662,-11.2,2,3.375,2.9,1.37,2.27,4.06,3.75,1.87,10.5521602429942,0.993251773010283
"51-6064","Textile winding, twisting, and drawing out machine setters, operators, and tenders","Production",-1.392929,-9,2,3.465,2.42,1.55,2.83,3.27,3.67,2.58,10.5363538022111,1.25276296849537
"51-6091","Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers","Production",-0.8596925,-1.1,2,3.635,2.85,2.57,3.77,3.88,4.45,3.11,10.7139732255133,1.09861228866811
"51-6092","Fabric and apparel patternmakers","Production",-0.0831096,-10.2,2,2.645,3.92,1,3.29,4.07,4.52,2.21,11.1223982292263,0.262364264467491
"51-6093","Upholsterers","Production",-1.313735,-1.8,2,3.275,3.5,2.18,2.3,3.86,3.65,1.2,10.7405186034247,1.16315080980568
"51-7011","Cabinetmakers and bench carpenters","Production",-1.327489,-1.6,2,3.425,3.36,2.96,2.5,4.11,4.03,2.13,10.7368313635894,2.2082744135228
"51-7021","Furniture finishers","Production",-1.197727,-3.3,2,3.285,3.64,4.01,2.33,3.82,3.3,1.36,10.6579649882477,1.09861228866811
"51-7031","Model makers, wood","Production",-0.7278869,-4.5,2,3.89,3.84,1.31,2.49,4.16,3.77,1.87,10.8561102136577,0.0953101798043249
"51-7032","Patternmakers, wood","Production",-1.057897,-5,2,3.615,4.34,1.89,2.92,4.14,4.2,2.19,10.8689493284167,0
"51-7041","Sawing machine setters, operators, and tenders, wood","Production",-1.165031,-0.6,2,3.46,2.47,2.01,2.64,4.18,3.94,2.52,10.5953839511944,1.75785791755237
"51-7042","Woodworking machine setters, operators, and tenders, except sawing","Production",-1.130357,-1.8,2,3.19,2.67,2.69,2.8,3.96,3.64,2.13,10.6075746731344,2.00148000021012
"51-8011","Nuclear power reactor operators","Production",0.7705302,-15.3,2,3.105,2.58,2.74,4.61,4.28,4.69,3.04,11.7167638652264,0.336472236621213
"51-8012","Power distributors and dispatchers","Production",0.5012214,-3.2,2,2.24,2.9,2.5,4.74,3.94,4.61,2.78,11.5828245923499,0.587786664902119
"51-8013","Power plant operators","Production",-0.3482779,-11.2,2,3.88333333333333,3.18333333333333,4.45666666666667,4.06,3.43,4.41666666666667,2.80333333333333,11.5096200079615,1.25276296849537
"51-8021","Stationary engineers and boiler operators","Production",-0.5032496,2.2,2,4.43,3.63,4.29,4.07,3.74,4.73,2.73,11.2277735223721,1.56861591791385
"51-8031","Water and wastewater treatment plant and system operators","Production",-0.44501,-6.5,2,4.065,2.92,4.17,3.71,4,4,3.04,10.9726710305134,2.45958884180371
"51-8091","Chemical plant and system operators","Production",-0.3831282,-6.1,2,3.465,1.73,4.94,4.13,4.11,4.36,3.64,11.2055847548553,0.955511445027436
"51-8092","Gas plant operators","Production",-0.2982082,-8.8,2,3.72,3,4.06,4.27,3.6,4.2,3.24,11.3314035883468,0.832909122935104
"51-8093","Petroleum pump system operators, refinery operators, and gaugers","Production",-0.370036,-2.8,2,3.715,2.29,4.76,4.22,3.75,4.28,3.31,11.488017829264,1.43508452528932
"51-8099","Plant and system operators, all other","Production",-0.6702387,1.6,2,3.76,2.69,4.8,4.06,3.93,4.73,3.57,11.0302012713151,0.955511445027436
"51-9011","Chemical equipment operators and tenders","Production",-0.511521,3.3,2,3.565,2.59,4.55,3.98,4.02,4.15,2.88,10.9523842489583,2.73436750941958
"51-9012","Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders","Production",-0.9379141,-4.3,2,3.41,2.81,3.49,4.13,2.95,3.21,3.5,10.8097279485568,1.85629799036563
"51-9021","Crushing, grinding, and polishing machine setters, operators, and tenders","Production",-1.043476,-2.5,2,3.225,2.06,3.38,3.97,3.72,3.47,2.67,10.7555597120836,1.30833281965018
"51-9022","Grinding and polishing workers, hand","Production",-1.146524,-21.2,1,4.545,4.8,1.94,3.43,4.05,3.92,2.18,10.6380165708748,0.587786664902119
"51-9023","Mixing and blending machine setters, operators, and tenders","Production",-0.819664,-6.8,2,3.635,2.66,4.53,3.67,4.68,3.92,2.53,10.7722673017392,2.28238238567653
"51-9031","Cutters and trimmers, hand","Production",-0.9479839,-18.1,1,2.765,2.41,1.14,2.13,3.75,3.39,2.22,10.5661755256114,0.470003629245736
"51-9032","Cutting and slicing machine setters, operators, and tenders","Production",-1.079282,-2.3,2,3.47,2.74,1.9,3.23,3.93,3.75,2.92,10.7298535768823,1.84054963339749
"51-9041","Extruding, forming, pressing, and compacting machine setters, operators, and tenders","Production",-1.042151,2,2,3.76,2.86,2.36,3.2,3.92,4.05,3.23,10.717302492821,1.82454929205105
"51-9051","Furnace, kiln, oven, drier, and kettle operators and tenders","Production",-0.9582346,3,2,3.545,2.59,2.55,4.05,2.84,3.65,2.82,10.7581156240182,1.06471073699243
"51-9061","Inspectors, testers, sorters, samplers, and weighers","Production",-0.0293395,0,2,3.33,2.87,3.01,2.46,3.72,4.54,2.15,10.7676425299898,4.26127043353808
"51-9071","Jewelers and precious stone and metal workers","Production",-0.1560197,-5.5,2,3.125,3.99,2.695,2.005,4.17,4.495,2.035,10.8024286460752,1.6094379124341
"51-9081","Dental laboratory technicians","Production",0.0013206,-4.7,2,3.22,4.34,3.46,2.85,4.81,3.24,1.97,10.7853938575485,1.58923520511658
"51-9082","Medical appliance technicians","Production",-0.4949538,3.7,2,3.205,3.58,3.34,3.17,4.39,4.27,1.78,10.7591786622814,0.916290731874155
"51-9083","Ophthalmic laboratory technicians","Production",-0.5966759,2.3,2,2.7,2.28,1.61,2,4.58,3.4,3.18,10.5563334363225,1.22377543162212
"51-9111","Packaging and filling machine operators and tenders","Production",-0.978608,4.5,2,3.37,3.22,2.03,3.38,4.44,4.4,2.56,10.6188853420309,3.83514196109219
"51-9123","Painting, coating, and decorating workers","Production",-0.9705587,1.4,1,2.84,2.82,3.22,1.83,2.86,3.77,2.19,10.6179068683716,0.587786664902119
"51-9141","Semiconductor processing technicians","Production",-0.6372312,10.9,2,3.125,2.94,4.09,3.93,3.86,3.73,2.83,10.8431041097138,1.58923520511658
"51-9151","Photographic process workers and processing machine operators","Production",-0.3615806,-2.6,2,3.68,3.59,3.22,2.54,4.01,4.27,3.22,10.5991316132947,0.916290731874155
"51-9191","Adhesive bonding machine operators and tenders","Production",-1.311418,1,2,3.89,2.2,2.94,3.82,4.11,4.61,2.84,10.7190735802887,0.832909122935104
"51-9192","Cleaning, washing, and metal pickling equipment operators and tenders","Production",-1.141885,3.6,2,3.795,2.32,2.85,3.02,4.09,3.69,2.44,10.6324843859898,0.955511445027436
"51-9193","Cooling and freezing equipment operators and tenders","Production",-0.9604952,7.2,2,3.935,2.59,3.44,2.91,4.06,3.83,2.98,10.6006267543656,0.587786664902119
"51-9194","Etchers and engravers","Production",-0.6395226,-0.7,2,3.435,3.52,2.63,3.03,4.25,3.41,2.28,10.6078219224866,0.641853886172395
"51-9195","Molders, shapers, and casters, except metal and plastic","Production",-1.183408,6.2,2,3.42375,3.405,2.4525,3.255,3.6775,3.5825,2.3225,10.7296347345573,1.87180217690159
"51-9196","Paper goods machine setters, operators, and tenders","Production",-0.8740445,-6.3,2,3.755,3.13,2.75,2.94,4.27,4.43,2.36,10.8075032535347,2.2082744135228
"51-9197","Tire builders","Production",-1.610915,2.3,2,3.85,3.04,3.97,3.29,4.15,3.79,2.09,10.9255787032965,1.25276296849537
"51-9198","Helpers--production workers","Production",-1.411304,-8.9,2,3.42,2.33,2.12,3.13,4.09,3.84,2.62,10.5511142177943,3.20274644293832
"53-2011","Airline pilots, copilots, and flight engineers","Transportation",-0.2070626,3.9,6,3.275,2.64,2.78,4.37,4.54,4.43,3.58,12.330941627576,2.54160199346455
"53-2012","Commercial pilots","Transportation",-0.1817332,5.1,4,4.63,3.95,3.41,3.81,3.77,4.39,2.06,11.7172531020268,2.02814824729229
"53-2021","Air traffic controllers","Transportation",1.152798,1.2,5,2.05,3.92,1.16,4.18,3.41,4.71,3.58,11.8815882665543,1.16315080980568
"53-2022","Airfield operations specialists","Transportation",0.4845738,4.2,2,3.535,2.93,2.95,4.79,4.1,4.92,2.61,10.9464109353436,0.955511445027436
"53-2031","Flight attendants","Transportation",-0.7621183,9.2,2,2.63,2.86,3.32,4.46,4.46,4.87,2.3,11.1143863169328,3.03495298670727
"53-3011","Ambulance drivers and attendants, except emergency medical technicians","Transportation",-0.8298703,-1.3,2,3.655,3.41,2.62,3.99,3.78,4.66,2.24,10.4437748864517,0.8754687373539
"53-3031","Driver/sales workers","Transportation",-0.7293087,8.8,2,2.35,2.87,1.61,3.11,4.92,4.37,2.13,10.5221805471711,3.95699637107088
"53-3032","Heavy and tractor-trailer truck drivers","Transportation",-1.149057,4,4,3.875,2.49,2.45,4.03,4.24,4.17,1.79,10.9584962037221,5.47478850966382
"53-3033","Light truck drivers","Transportation",-1.120501,7.3,2,3.97,2.72,1.99,3.08,4.19,4.56,2.67,10.6951216798107,4.79744207363521
"53-4011","Locomotive engineers","Transportation",-0.4977403,0.7,2,3.68,2.69,3.3,4.07,4.38,4.6,1.75,11.2567420595778,1.16315080980568
"53-4013","Rail yard engineers, dinkey operators, and hostlers","Transportation",-0.8320907,0.3,2,3.975,2.97,2.41,4.49,3.48,4.31,1.88,10.9687153971847,0.182321556793955
"53-4031","Railroad conductors and yardmasters","Transportation",-0.4662731,1.1,2,2.97,2.16,3.25,4.3,3.41,4.52,2.21,11.2129008693201,1.41098697371026
"53-4041","Subway and streetcar operators","Transportation",-0.6155429,3.4,2,3.625,2.07,3.8,4.16,3.82,4.39,2.06,11.3484045328018,0.641853886172395
"53-5011","Sailors and marine oilers","Transportation",-1.150001,2.3,1,4.495,3.51,3.26,4.22,4,4.41,1.52,10.8119477052951,1.58923520511658
"53-5021","Captains, mates, and pilots of water vessels","Transportation",-0.4281868,0.5,4,4.015,3.25,2.98,4.31,3.98,4.58,1.8,11.3567393817809,1.66770682055808
"53-5022","Motorboat operators","Transportation",-0.8871186,1.4,4,3.905,2.68,2.99,2.65,4.13,4.29,2.19,10.8566886384304,0.262364264467491
"53-5031","Ship engineers","Transportation",-0.5264951,1.6,4,4.46,3.22,3.96,4.47,3.81,3.97,2.28,11.5260391041156,0.741937344729377
"53-6011","Bridge and lock tenders","Transportation",-0.6322159,-3.3,2,2.95,1.84,1.79,4.16,3.1,4.2,2.89,10.9766110784371,0.262364264467491
"53-6021","Parking attendants","Transportation",-0.8353891,3,1,2.42,2.22,1.01,3.46,2.99,4.6,2.59,10.4516089610458,2.9704144655697
"53-6031","Automotive and watercraft service attendants","Transportation",-1.221489,-1,1,3.4,3.03,3.01,3.71,4.6,4.51,1.68,10.4588084161887,2.73436750941958
"53-6041","Traffic technicians","Transportation",0.3995872,3.7,2,2.86,3.06,1.75,2.15,4.23,3.82,2.57,10.9764400944237,0.587786664902119
"53-6051","Transportation inspectors","Transportation",-0.18376,1.7,2,3.56,3,3.13333333333333,3.80666666666667,4.04333333333333,4.53333333333333,2.17,11.3591913650282,1.25276296849537
"53-6061","Passenger attendants","Transportation",-0.3752249,4.7,2,2.215,2.15,1.13,2.4,2.92,4.14,2.06,10.5336949333222,1.62924053973028
"53-7011","Conveyor operators and tenders","Transportation",-0.7554432,-3.4,1,3.605,3.03,1.84,3.28,4.05,3.43,2.62,10.6269214257009,1.28093384546206
"53-7021","Crane and tower operators","Transportation",-1.030619,3,2,4.07,3.04,2.46,3.99,3.8,4.55,2.13,11.10300042614,1.56861591791385
"53-7031","Dredge operators","Transportation",-1.016648,1.2,2,3.865,2.7,2.28,3.19,3.01,4.26,3,10.7878747353973,0.0953101798043249
"53-7041","Hoist and winch operators","Transportation",-0.9781997,-1.1,1,4.09,2.49,4.1,4.51,4.75,4.08,2.58,10.8649428363647,0.262364264467491
"53-7051","Industrial truck and tractor operators","Transportation",-1.39869,1.1,1,3.86,3.13,1.95,4.27,4.49,4.08,1.98,10.7448391977458,4.34898678059568
"53-7061","Cleaners of vehicles and equipment","Transportation",-1.629897,3.9,1,3.205,2.89,3.16,3.04,4.2,3.57,1.65,10.4707880232301,4.04655389838575
"53-7062","Laborers and freight, stock, and material movers, hand","Transportation",-1.709183,1.5,1,3.1825,2.575,2.795,3.315,3.62,3.89,2.06,10.5697772789262,5.95402225163211
"53-7063","Machine feeders and offbearers","Transportation",-1.037413,-13,1,2.955,2.03,1.89,2.99,3.71,3.87,2.89,10.5891064666753,1.7404661748405
"53-7064","Packers and packagers, hand","Transportation",-1.51362,-5.4,1,3.69,2.73,2.04,2.58,4.22,4.26,2.12,10.4795389612198,4.31748811353631
"53-7071","Gas compressor and gas pumping station operators","Transportation",-0.6909992,-1.3,2,4.325,3.12,4.12,4.41,3.76,4.07,2.77,11.1775925790424,0.470003629245736
"53-7072","Pump operators, except wellhead pumpers","Transportation",-0.8422927,2.6,2,4.56,3.41,3.59,3.59,3.31,4.25,2.11,11.0024331189944,0.916290731874155
"53-7073","Wellhead pumpers","Transportation",-1.091197,-4.7,2,4.12,3.34,4.76,3.67,3.52,4.12,2,11.1563933679712,1.09861228866811
"53-7081","Refuse and recyclable material collectors","Transportation",-1.283373,0.9,1,3.165,1.57,1.75,3.17,3.74,3.61,2.33,10.7862215008814,2.88480071284671
"53-7121","Tank car, truck, and ship loaders","Transportation",-1.38776,4.3,1,4.05,3.44,4.65,4.74,4.47,4.47,1.87,10.9694044583661,0.832909122935104
